crop1,crop2,source,type,Reason,Sens
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",22,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",14,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",9,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",7,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",4,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",23,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",20,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",19,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",18,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",17,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",16,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",12,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",10,+,,
Fraise,"Haricots (à rame, à grain, blancs, violets, nains)",1,+,,
Fraise,Laitue (Salade),9,+,,
Fraise,Laitue (Salade),7,+,,
Fraise,Laitue (Salade),5,+,,
Fraise,Laitue (Salade),4,+,,
Fraise,Laitue (Salade),23,+,,
Fraise,Laitue (Salade),22,+,,
Fraise,Laitue (Salade),21,+,,
Fraise,Laitue (Salade),20,+,,
Fraise,Laitue (Salade),19,+,,
Fraise,Laitue (Salade),18,+,,
Fraise,Laitue (Salade),17,+,,
Fraise,Laitue (Salade),16,+,,
Fraise,Laitue (Salade),15,+,,
Fraise,Laitue (Salade),14,+,,
Fraise,Laitue (Salade),12,+,,
Fraise,Laitue (Salade),11,+,,
Fraise,Laitue (Salade),10,+,,
Fraise,Laitue (Salade),1,+,,
Fraise,Lavande,1,+,,
Fraise,Lavande,23,+,,
Fraise,Mâche,6,+,,
Fraise,Mâche,1,+,,
Fraise,Navet,1,+,,
Fraise,Nectarine,15,+,,
Fraise,Oignon,9,+,,
Fraise,Oignon,8,+,,
Fraise,Oignon,7,+,,
Fraise,Oignon,6,+,,
Fraise,Oignon,5,+,,
Fraise,Oignon,4,+,,
Fraise,Oignon,23,+,,
Fraise,Oignon,20,+,,
Fraise,Oignon,2,+,,
Fraise,Oignon,19,+,,
Fraise,Oignon,18,+,,
Fraise,Oignon,17,+,,
Fraise,Oignon,16,+,,
Fraise,Oignon,15,+,,
Fraise,Oignon,14,+,,
Fraise,Oignon,13,+,,
Fraise,Oignon,12,+,,
Fraise,Oignon,11,+,,
Fraise,Oignon,10,+,,
Fraise,Oignon,1,+,,
Fraise,Pêche,15,+,,
Fraise,Phacélie,15,+,,
Fraise,Poireau,9,+,,
Fraise,Poireau,8,+,,
Fraise,Poireau,7,+,,
Fraise,Poireau,6,+,,
Fraise,Poireau,5,+,,
Fraise,Poireau,3,+,,
Fraise,Poireau,19,+,,
Fraise,Poireau,17,+,,
Fraise,Poireau,15,+,,
Fraise,Poireau,14,+,,
Fraise,Poireau,13,+,,
Fraise,Poireau,12,+,,
Fraise,Poireau,10,+,,
Fraise,Poireau,1,+,,
Fraise,Pois,11,+,,
Fraise,Pois,15,+,,
Fraise,Radis,8,+,,
Fraise,Radis,7,+,,
Fraise,Radis,6,+,,
Fraise,Radis,3,+,,
Fraise,Radis,15,+,,
Fraise,Radis,14,+,,
Fraise,Sauge,23,+,,
Fraise,Sauge,17,+,,
Fraise,Sauge,15,+,,
Fraise,Soucis,23,+,,
Fraise,Soucis,17,+,,
Fraise,Thym,1,+,,
Fraise,Thym,9,+,,
Fraise,Thym,15,+,,
Fraise,Tomate,10,+,,
Framboise,"Haricots (à rame, à grain, blancs, violets, nains)",20,+,,
Framboise,Laitue (Salade),20,+,,
Framboise,Oignon,20,+,,
Framboise,Pois,23,+,,
Framboise,Rutabaga,1,+,,
Framboise,Soucis,23,+,,
Framboise,Tanaisie,16,+,,
Framboise,Tanaisie,15,+,,
Groseille,Oseille,15,+,,
Groseille,Tomate,11,+,,
Groseille,Tomate,17,+,,
Groseille,Tomate,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Romarin,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),9,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),18,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),17,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,9,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,22,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,18,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,17,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Melon,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Origan (Marjolaine),23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Origan (Marjolaine),15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Persil,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Persil,17,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,18,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,9,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,22,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,18,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Romarin,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,9,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,18,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,22,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tanaisie,18,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tanaisie,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Melon,6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,3,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,14,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,3,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,14,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,22,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,3,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,14,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,3,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,14,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),8,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),7,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),3,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),2,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),12,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),10,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Laitue (Salade),1,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Mâche,9,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,4,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,19,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Maïs,1,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Melon,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Melon,10,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Navet,1,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Navet,6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Navet,10,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Noyer,15,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Œillet d'Inde (Tagète),4,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Œillet d'Inde (Tagète),6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Œillet d'Inde (Tagète),11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Œillet d'Inde (Tagète),12,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Oignon,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Panais,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Persil,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Persil,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pétunia,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pétunia,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Piment,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Poireau,2,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,9,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,4,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,21,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,19,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pois,17,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,7,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,4,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,21,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,2,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,19,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,17,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,12,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,10,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Pomme de terre,1,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,9,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,8,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,7,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,2,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,17,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,12,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,10,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Radis,1,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Romarin,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Romarin,17,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Romarin,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Romarin,11,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,14,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,13,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sarriette,1,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sauge,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Sauge,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,19,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,18,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Soucis,1,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,6,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,5,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,4,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,20,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,16,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tomate,12,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Tournesol,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Vigne,23,+,,
"Haricots (à rame, à grain, blancs, violets, nains)",Vigne,20,+,,
Hysope,Tomate,17,+,,
Hysope,Vigne,15,+,,
Hysope,Vigne,16,+,,
Laitue (Salade),Maïs,9,+,,
Laitue (Salade),Maïs,7,+,,
Laitue (Salade),Maïs,2,+,,
Laitue (Salade),Melon,6,+,,
Laitue (Salade),Melon,5,+,,
Laitue (Salade),Melon,10,+,,
Laitue (Salade),Navet,9,+,,
Laitue (Salade),Navet,6,+,,
Laitue (Salade),Navet,5,+,,
Laitue (Salade),Navet,2,+,,
Laitue (Salade),Navet,17,+,,
Laitue (Salade),Navet,15,+,,
Laitue (Salade),Navet,10,+,,
Laitue (Salade),Navet,1,+,,
Laitue (Salade),Oignon,9,+,,
Laitue (Salade),Oignon,7,+,,
Laitue (Salade),Oignon,6,+,,
Laitue (Salade),Oignon,5,+,,
Laitue (Salade),Oignon,4,+,,
Laitue (Salade),Oignon,23,+,,
Laitue (Salade),Oignon,22,+,,
Laitue (Salade),Oignon,21,+,,
Laitue (Salade),Oignon,20,+,,
Laitue (Salade),Oignon,2,+,,
Laitue (Salade),Oignon,19,+,,
Laitue (Salade),Oignon,18,+,,
Laitue (Salade),Oignon,17,+,,
Laitue (Salade),Oignon,16,+,,
Laitue (Salade),Oignon,15,+,,
Laitue (Salade),Oignon,12,+,,
Laitue (Salade),Oignon,11,+,,
Laitue (Salade),Oignon,10,+,,
Laitue (Salade),Oignon,1,+,,
Laitue (Salade),Origan (Marjolaine),23,+,,
Laitue (Salade),Panais,23,+,,
Laitue (Salade),Panais,17,+,,
Laitue (Salade),Panais,10,+,,
Laitue (Salade),Poireau,9,+,,
Laitue (Salade),Poireau,7,+,,
Laitue (Salade),Poireau,5,+,,
Laitue (Salade),Poireau,2,+,,
Laitue (Salade),Poireau,10,+,,
Laitue (Salade),Poireau,1,+,,
Laitue (Salade),Pois,9,+,,
Laitue (Salade),Pois,7,+,,
Laitue (Salade),Pois,6,+,,
Laitue (Salade),Pois,5,+,,
Laitue (Salade),Pois,4,+,,
Laitue (Salade),Pois,3,+,,
Laitue (Salade),Pois,23,+,,
Laitue (Salade),Pois,20,+,,
Laitue (Salade),Pois,17,+,,
Laitue (Salade),Pois,15,+,,
Laitue (Salade),Pois,10,+,,
Laitue (Salade),Pois,1,+,,
Laitue (Salade),Pomme de terre,4,+,,
Laitue (Salade),Pomme de terre,9,+,,
Laitue (Salade),Pomme de terre,20,+,,
Laitue (Salade),Radis,9,+,,
Laitue (Salade),Radis,8,+,,
Laitue (Salade),Radis,7,+,,
Laitue (Salade),Radis,6,+,,
Laitue (Salade),Radis,5,+,,
Laitue (Salade),Radis,4,+,,
Laitue (Salade),Radis,3,+,,
Laitue (Salade),Radis,23,+,,
Laitue (Salade),Radis,22,+,,
Laitue (Salade),Radis,21,+,,
Laitue (Salade),Radis,20,+,,
Laitue (Salade),Radis,19,+,,
Laitue (Salade),Radis,18,+,,
Laitue (Salade),Radis,17,+,,
Laitue (Salade),Radis,16,+,,
Laitue (Salade),Radis,15,+,,
Laitue (Salade),Radis,12,+,,
Laitue (Salade),Radis,11,+,,
Laitue (Salade),Radis,10,+,,
Laitue (Salade),Radis,1,+,,
Laitue (Salade),Sarriette,14,+,,
Laitue (Salade),Soucis,8,+,,
Laitue (Salade),Soucis,23,+,,
Laitue (Salade),Soucis,17,+,,
Laitue (Salade),Soucis,14,+,,
Laitue (Salade),Tomate,8,+,,
Laitue (Salade),Tomate,7,+,,
Laitue (Salade),Tomate,3,+,,
Laitue (Salade),Tomate,15,+,,
Laitue (Salade),Vigne,20,+,,
Lavande,Oseille,15,+,,
Lilas,Menthe,6,+,,
Mâche,Oignon,1,+,,
Mâche,Oignon,6,+,,
Mâche,Poireau,9,+,,
Mâche,Poireau,6,+,,
Mâche,Poireau,2,+,,
Mâche,Poireau,1,+,,
Mâche,Tomate,2,+,,
Mâche,Tomate,15,+,,
Mâche,Tomate,1,+,,
Maïs,Melon,9,+,,
Maïs,Melon,6,+,,
Maïs,Melon,5,+,,
Maïs,Melon,4,+,,
Maïs,Melon,20,+,,
Maïs,Melon,19,+,,
Maïs,Melon,18,+,,
Maïs,Melon,17,+,,
Maïs,Melon,15,+,,
Maïs,Nectarine,15,+,,
Maïs,Origan (Marjolaine),23,+,,
Maïs,Panais,23,+,,
Maïs,Panais,17,+,,
Maïs,Panais,15,+,,
Maïs,Pêche,15,+,,
Maïs,Persil,20,+,,
Maïs,Persil,17,+,,
Maïs,Persil,15,+,,
Maïs,Pois,9,+,,
Maïs,Pois,7,+,,
Maïs,Pois,6,+,,
Maïs,Pois,5,+,,
Maïs,Pois,23,+,,
Maïs,Pois,22,+,,
Maïs,Pois,20,+,,
Maïs,Pois,19,+,,
Maïs,Pois,18,+,,
Maïs,Pois,17,+,,
Maïs,Pois,16,+,,
Maïs,Pois,15,+,,
Maïs,Pois,11,+,,
Maïs,Pois,1,+,,
Maïs,Pomme de terre,9,+,,
Maïs,Pomme de terre,5,+,,
Maïs,Pomme de terre,4,+,,
Maïs,Pomme de terre,23,+,,
Maïs,Pomme de terre,22,+,,
Maïs,Pomme de terre,20,+,,
Maïs,Pomme de terre,19,+,,
Maïs,Pomme de terre,17,+,,
Maïs,Pomme de terre,16,+,,
Maïs,Pomme de terre,15,+,,
Maïs,Pomme de terre,11,+,,
Maïs,Radis,6,+,,
Maïs,Radis,23,+,,
Maïs,Radis,19,+,,
Maïs,Radis,17,+,,
Maïs,Tomate,9,+,,
Maïs,Tomate,7,+,,
Maïs,Tomate,6,+,,
Maïs,Tomate,5,+,,
Maïs,Tomate,2,+,,
Maïs,Tomate,1,+,,
Maïs,Tournesol,15,+,,
Maïs,Tournesol,20,+,,
Melon,Pois,6,+,,
Melon,Pois,10,+,,
Melon,Radis,9,+,,
Melon,Radis,20,+,,
Melon,Radis,19,+,,
Melon,Radis,18,+,,
Melon,Radis,17,+,,
Melon,Radis,15,+,,
Melon,Tournesol,4,+,,
Melon,Tournesol,9,+,,
Mélisse,Mûre,23,+,,
Mélisse,Pomme,23,+,,
Mélisse,Tomate,16,+,,
Mélisse,Tomate,17,+,,
Menthe,Navet,9,+,,
Menthe,Navet,15,+,,
Menthe,Poireau,15,+,,
Menthe,Pois,19,+,,
Menthe,Pois,15,+,,
Menthe,Radis,15,+,,
Menthe,Tomate,6,+,,
Menthe,Tomate,23,+,,
Menthe,Tomate,20,+,,
Menthe,Tomate,18,+,,
Menthe,Tomate,17,+,,
Menthe,Tomate,16,+,,
Menthe,Tomate,15,+,,
Menthe,Tomate,11,+,,
Mûre,Soucis,23,+,,
Mûre,Tanaisie,15,+,,
Mûre,Tanaisie,23,+,,
Mûre,Vigne,15,+,,
Mûre,Vigne,23,+,,
Navet,Oignon,20,+,,
Navet,Pois,9,+,,
Navet,Pois,7,+,,
Navet,Pois,6,+,,
Navet,Pois,5,+,,
Navet,Pois,4,+,,
Navet,Pois,21,+,,
Navet,Pois,20,+,,
Navet,Pois,2,+,,
Navet,Pois,19,+,,
Navet,Pois,18,+,,
Navet,Pois,17,+,,
Navet,Pois,15,+,,
Navet,Pois,11,+,,
Navet,Pois,10,+,,
Navet,Pois,1,+,,
Navet,Romarin,5,+,,
Navet,Romarin,9,+,,
Navet,Tomate,10,+,,
Navet,Tomate,17,+,,
Nectarine,Oignon,15,+,,
Nectarine,Vigne,15,+,,
Œillet d'Inde (Tagète),Poivron,8,+,,
Œillet d'Inde (Tagète),Pomme de terre,4,+,,
Œillet d'Inde (Tagète),Pomme de terre,6,+,,
Œillet d'Inde (Tagète),Pomme de terre,9,+,,
Œillet d'Inde (Tagète),Pomme de terre,11,+,,
Œillet d'Inde (Tagète),Tomate,9,+,,
Œillet d'Inde (Tagète),Tomate,15,+,,
Œillet d'Inde (Tagète),Tomate,11,+,,
Œillet d'Inde (Tagète),Tomate,1,+,,
Oignon,Origan (Marjolaine),23,+,,
Oignon,Panais,6,+,,
Oignon,Panais,3,+,,
Oignon,Panais,23,+,,
Oignon,Panais,17,+,,
Oignon,Panais,15,+,,
Oignon,Panais,10,+,,
Oignon,Panais,1,+,,
Oignon,Pêche,15,+,,
Oignon,Persil,23,+,,
Oignon,Persil,17,+,,
Oignon,Persil,1,+,,
Oignon,Piment,9,+,,
Oignon,Piment,4,+,,
Oignon,Piment,20,+,,
Oignon,Piment,18,+,,
Oignon,Piment,17,+,,
Oignon,Piment,15,+,,
Oignon,Poireau,9,+,,
Oignon,Poireau,7,+,,
Oignon,Poireau,6,+,,
Oignon,Poireau,5,+,,
Oignon,Poireau,23,+,,
Oignon,Poireau,2,+,,
Oignon,Poireau,19,+,,
Oignon,Poireau,17,+,,
Oignon,Poireau,16,+,,
Oignon,Poireau,15,+,,
Oignon,Poireau,11,+,,
Oignon,Poireau,10,+,,
Oignon,Poireau,1,+,,
Oignon,Poivron,9,+,,
Oignon,Poivron,18,+,,
Oignon,Poivron,17,+,,
Oignon,Poivron,15,+,,
Oignon,Pomme de terre,4,+,,
Oignon,Pomme de terre,20,+,,
Oignon,Radis,20,+,,
Oignon,Rutabaga,20,+,,
Oignon,Rutabaga,15,+,,
Oignon,Salsifis,15,+,,
Oignon,Sarriette,9,+,,
Oignon,Sarriette,5,+,,
Oignon,Sarriette,23,+,,
Oignon,Sarriette,22,+,,
Oignon,Sarriette,20,+,,
Oignon,Sarriette,19,+,,
Oignon,Sarriette,18,+,,
Oignon,Sarriette,17,+,,
Oignon,Sarriette,16,+,,
Oignon,Sarriette,15,+,,
Oignon,Sarriette,11,+,,
Oignon,Tomate,9,+,,
Oignon,Tomate,8,+,,
Oignon,Tomate,7,+,,
Oignon,Tomate,6,+,,
Oignon,Tomate,5,+,,
Oignon,Tomate,4,+,,
Oignon,Tomate,3,+,,
Oignon,Tomate,23,+,,
Oignon,Tomate,22,+,,
Oignon,Tomate,21,+,,
Oignon,Tomate,20,+,,
Oignon,Tomate,2,+,,
Oignon,Tomate,19,+,,
Oignon,Tomate,18,+,,
Oignon,Tomate,17,+,,
Oignon,Tomate,16,+,,
Oignon,Tomate,15,+,,
Oignon,Tomate,14,+,,
Oignon,Tomate,12,+,,
Oignon,Tomate,11,+,,
Oignon,Tomate,10,+,,
Oignon,Tomate,1,+,,
Oignon,Vigne,20,+,,
Origan (Marjolaine),Panais,15,+,,
Origan (Marjolaine),Persil,15,+,,
Origan (Marjolaine),Piment,4,+,,
Origan (Marjolaine),Piment,9,+,,
Origan (Marjolaine),Pois,23,+,,
Origan (Marjolaine),Pomme de terre,1,+,,
Origan (Marjolaine),Pomme de terre,23,+,,
Origan (Marjolaine),Radis,23,+,,
Origan (Marjolaine),Romarin,15,+,,
Origan (Marjolaine),Sarriette,15,+,,
Origan (Marjolaine),Sauge,15,+,,
Origan (Marjolaine),Tomate,23,+,,
Ortie,Pomme de terre,11,+,,
Ortie,Pomme de terre,16,+,,
Ortie,Prune,6,+,,
Ortie,Raifort,23,+,,
Ortie,Tomate,11,+,,
Ortie,Tomate,23,+,,
Oseille,Pois,15,+,,
Oseille,Rhubarbe,15,+,,
Panais,Poireau,17,+,,
Panais,Poireau,15,+,,
Panais,Pois,23,+,,
Panais,Pois,22,+,,
Panais,Pois,17,+,,
Panais,Pois,10,+,,
Panais,Pomme de terre,23,+,,
Panais,Pomme de terre,20,+,,
Panais,Pomme de terre,17,+,,
Panais,Radis,9,+,,
Panais,Radis,23,+,,
Panais,Radis,17,+,,
Panais,Radis,15,+,,
Panais,Radis,11,+,,
Panais,Salsifis,15,+,,
Panais,Sauge,23,+,,
Panais,Tomate,3,+,,
Panais,Tomate,23,+,,
Panais,Tomate,17,+,,
Panais,Tomate,15,+,,
Panais,Tomate,14,+,,
Panais,Tomate,13,+,,
Panais,Tomate,1,+,,
Pastèque,Pomme de terre,17,+,,
Pastèque,Tomate,17,+,,
Pêche,Vigne,15,+,,
Persil,Poireau,5,+,,
Persil,Poireau,15,+,,
Persil,Poireau,12,+,,
Persil,Poireau,11,+,,
Persil,Pois,11,+,,
Persil,Radis,9,+,,
Persil,Radis,7,+,,
Persil,Radis,6,+,,
Persil,Radis,5,+,,
Persil,Radis,15,+,,
Persil,Radis,12,+,,
Persil,Romarin,6,+,,
Persil,Romarin,23,+,,
Persil,Romarin,15,+,,
Persil,Tomate,9,+,,
Persil,Tomate,8,+,,
Persil,Tomate,7,+,,
Persil,Tomate,6,+,,
Persil,Tomate,5,+,,
Persil,Tomate,4,+,,
Persil,Tomate,3,+,,
Persil,Tomate,23,+,,
Persil,Tomate,22,+,,
Persil,Tomate,21,+,,
Persil,Tomate,20,+,,
Persil,Tomate,2,+,,
Persil,Tomate,19,+,,
Persil,Tomate,18,+,,
Persil,Tomate,17,+,,
Persil,Tomate,16,+,,
Persil,Tomate,15,+,,
